2,2,2,2,4,9,9,9,9,9,30,31,31,31,31,31,19,31,31,31,31,31,31,31,31,31,32,9,9,9,9,9,10,14,14,14,14,8,30,31,19,31,31,31,32,10,0,0,0,0
0,0,0,0,11,9,9,9,9,9,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,33,24,24,24,25,9,5,2,2,2,2,4,30,31,31,31,31,31,32,10,0,0,0,0
7,7,7,0,8,9,9,9,9,9,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,26,38,38,38,39,9,9,0,0,0,0,9,30,31,31,31,18,31,32,10,7,7,7,7
14,14,14,0,8,9,9,9,9,9,30,31,31,19,31,31,31,31,31,31,31,31,31,31,31,31,32,9,9,9,9,9,10,0,7,7,0,11,30,19,31,31,31,31,32,10,14,14,14,14
0,0,0,0,8,9,9,9,9,9,30,31,31,31,31,31,31,31,31,31,31,31,31,31,18,31,32,9,9,9,9,9,10,0,14,14,0,8,30,31,31,31,31,31,32,5,2,2,2,2
0,0,0,0,8,9,9,9,13,9,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,9,9,13,9,9,10,0,0,0,0,8,30,31,31,31,18,31,32,9,0,0,0,0
0,0,0,0,8,9,9,9,9,9,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,9,9,9,9,9,10,0,0,0,0,8,30,31,31,31,31,31,32,12,0,7,7,7
0,0,0,0,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,0,0,0,0,8,37,38,38,38,38,38,39,10,0,14,14,14
0,0,0,0,8,9,6,9,9,9,9,9,9,13,9,9,9,9,9,9,9,9,9,9,6,9,9,9,9,9,9,9,10,0,0,0,0,8,9,9,9,9,9,9,9,10,0,0,0,0
0,0,0,0,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,0,0,0,0,8,9,9,9,9,9,9,9,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,9,9,9,9,9,10,0,0,0,0
0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,8,20,9,9,9,9,9,9,10,0,0,0,0
0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,8,9,9,9,9,9,9,9,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,9,9,9,9,9,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,9,9,9,9,9,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,9,9,9,9,6,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,9,9,9,9,9,10,0,0,0,0
0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,23,24,24,24,25,9,10,0,0,0,0
0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,9,9,30,19,31,31,32,9,10,0,0,0,0
0,0,0,0,8,9,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,20,9,9,9,9,9,9,9,30,31,31,31,32,9,10,0,0,0,0
0,0,0,0,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,30,31,31,31,32,9,10,0,0,0,0
7,7,7,7,8,9,9,9,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,9,9,9,9,9,9,9,9,9,9,9,30,31,31,18,32,9,10,0,2,2,2
14,14,14,14,8,9,9,9,30,31,18,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,32,9,9,9,9,9,9,9,9,9,9,9,30,31,31,31,32,9,10,0,2,2,0
2,2,2,2,4,23,24,24,34,31,31,31,31,31,31,31,31,31,31,31,19,31,31,31,31,31,31,32,9,9,9,9,9,9,9,9,9,9,9,30,31,31,31,32,9,10,0,0,0,0
0,0,0,0,9,37,38,38,27,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,9,9,9,9,9,9,9,9,9,9,9,30,31,31,31,32,9,10,7,7,7,7
7,7,7,0,11,9,9,9,30,31,31,31,31,31,19,31,31,31,31,31,31,31,31,31,31,31,18,32,9,9,9,9,9,9,9,9,9,9,9,30,31,19,31,32,9,10,14,14,14,14
14,14,14,0,8,9,9,9,30,31,31,31,31,31,31,31,31,31,31,31,26,38,38,38,38,38,38,39,9,9,9,9,9,20,9,9,9,9,9,30,31,31,31,32,9,5,2,2,2,2
0,0,0,0,8,9,9,9,30,31,31,31,31,31,31,31,31,31,19,31,32,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,30,31,31,31,32,9,12,0,0,0,0
0,0,0,0,8,6,9,9,30,31,31,31,31,31,31,31,31,31,31,31,32,20,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,31,31,31,32,9,10,0,7,7,7
0,0,0,0,8,9,9,9,30,18,31,31,31,31,31,31,31,31,31,31,32,9,9,9,0,7,7,7,7,7,7,7,7,7,7,7,7,0,9,30,31,31,31,32,9,10,0,14,14,14
0,0,0,0,8,9,9,9,37,38,38,38,38,38,38,27,31,26,38,38,39,9,9,9,0,14,14,14,14,14,14,14,14,14,14,14,14,0,9,30,18,31,31,32,9,10,0,0,0,0
0,0,0,0,8,9,9,9,9,9,9,9,9,9,9,30,31,32,9,9,9,9,9,9,0,2,2,2,2,2,2,2,2,2,2,2,2,0,9,37,38,38,38,39,9,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38,39,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,9,9,9,9,9,20,9,10,0,0,0,0
0,0,0,7,7,7,7,7,7,7,7,7,7,7,0,8,9,10,0,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,0,9,9,9,9,9,9,9,10,0,0,0,0
0,0,0,14,14,14,14,14,14,14,14,14,14,14,0,8,9,10,0,14,14,14,14,14,14,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,8,9,10,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,0,0,0
